user_id	account_id	stage	grade	course_id	section_id	kmodule_code
6860100977213856	8880100833464356	40	9	10003427	10003432	0
6860100977213856	8880100833464356	40	9	10003427	10003435	0
6860100977213856	8880100833464356	40	9	10003427	10003435	0
6860100977213856	8880100833464356	40	9	10003427	10003433	0
6860100977213856	8880100833464356	40	9	10003427	10003432	0
6860100977213856	8880100833464356	40	9	10003427	10003435	0
6860100977213856	8880100833464356	40	9	10003427	10003435	0
6860100977213856	8880100833464356	40	9	10003427	10003433	0
6860101031690805	8880101031690792	40	9	10003427	10003437	0
6860101031690805	8880101031690792	40	9	10003427	10003437	0
6860101031690805	8880101031690792	40	9	10003427	10003437	0
6860101031690805	8880101031690792	40	9	10003427	10003437	0
6860101032027416	3140101028688169	40	9	10003427	10003432	0
6860101032027416	3140101028688169	40	9	10003427	10003432	0
6860101032027416	3140101028688169	40	9	10003427	10003432	0
6860101032027416	3140101028688169	40	9	10003427	10003432	0
xfl-000011-1557	xfl-000011-1557	40	9	10003427	10003436	0
xfl-000011-1557	xfl-000011-1557	40	9	10003427	10003436	0
xfl-000011-1557	xfl-000011-1557	40	9	10003427	10003436	0
xfl-000011-1557	xfl-000011-1557	40	9	10003427	10003436	0
6860100990189846	8880100827404739	40	9	10003427	10003434	0
6860100990189846	8880100827404739	40	9	10003427	10018936	0
6860100990189846	8880100827404739	40	9	10003427	10003434	0
6860100990189846	8880100827404739	40	9	10003427	10018936	0
6860100990189846	8880100827404739	40	9	10003427	10018936	0
6860100990189846	8880100827404739	40	9	10003427	10018936	0
6860100961203695	8880100841239599	40	9	10003427	10003434	0
6860100961203695	8880100841239599	40	9	10003427	10003432	0
6860100961203695	8880100841239599	40	9	10003427	10003438	0
6860100961203695	8880100841239599	40	9	10003427	10003436	0
6860100961203695	8880100841239599	40	9	10003427	10003435	0
6860100961203695	8880100841239599	40	9	10003427	10003437	0
6860100961203695	8880100841239599	40	9	10003427	10003435	0
6860100961203695	8880100841239599	40	9	10003427	10003434	0
6860100961203695	8880100841239599	40	9	10003427	10003433	0
6860100961203695	8880100841239599	40	9	10003427	10003432	0
6860100961203695	8880100841239599	40	9	10003427	10003438	0
6860100961203695	8880100841239599	40	9	10003427	10003437	0
