user_id	account_id	stage	grade	course_id	section_id	kmodule_code
6860100957584994	8880100901756237	40	8	10003882	10012405	0
6860100957584994	8880100901756237	40	8	10003882	10003885	0
6860100957584994	8880100901756237	40	8	10003882	10003883	0
6860100957584994	8880100901756237	40	8	10003882	10003884	0
6860100957584994	8880100901756237	40	8	10003882	10003886	0
6860100957584994	8880100901756237	40	8	10003882	10003887	0
6860100957584994	8880100901756237	40	8	10003882	10012405	0
6860100957584994	8880100901756237	40	8	10003882	10003887	0
6860100957584994	8880100901756237	40	8	10003882	10003885	0
6860100957584994	8880100901756237	40	8	10003882	10003886	0
6860100957584994	8880100901756237	40	8	10003882	10003883	0
6860100957584994	8880100901756237	40	8	10003882	10003887	0
6860100957584994	8880100901756237	40	8	10003882	10003884	0
6860100957584994	8880100901756237	40	8	10003882	10003887	0
6860100967447831	8880100967447814	40	9	10003661	10003668	0
6860100967447831	8880100967447814	40	9	10003661	10003668	0
6860100967447831	8880100967447814	40	9	10003661	10003664	0
6860100967447831	8880100967447814	40	9	10003661	10003662	0
6860100967447831	8880100967447814	40	9	10003661	10003668	0
6860100967447831	8880100967447814	40	9	10003661	10003662	0
6860100967447831	8880100967447814	40	9	10003661	10003667	0
6860100967447831	8880100967447814	40	9	10003661	10003666	0
6860100967447831	8880100967447814	40	9	10003661	10003664	0
6860100967447831	8880100967447814	40	9	10003661	10003666	0
6860100967447831	8880100967447814	40	9	10003661	10003668	0
6860100967447831	8880100967447814	40	9	10003661	10003667	0
xfl-000111-1626	xfl-000111-1626	40	9	10003661	10003668	0
xfl-000111-1626	xfl-000111-1626	40	9	10003661	10003668	0
xfl-000111-1626	xfl-000111-1626	40	9	10003661	10003668	0
xfl-000111-1626	xfl-000111-1626	40	9	10003661	10003668	0
6860101004262589	8880100925611637	40	9	10003661	10003664	0
6860101004262589	8880100925611637	40	9	10003661	10003664	0
6860101004262589	8880100925611637	40	9	10003661	10003662	0
6860101004262589	8880100925611637	40	9	10003661	10003664	0
6860101004262589	8880100925611637	40	9	10003661	10003662	0
6860101004262589	8880100925611637	40	9	10003661	10003664	0
6860101048646307	8880101048476077	40	8	10004040	10004041	0
6860101048646307	8880101048476077	40	8	10004040	10004041	0
6860101048646307	8880101048476077	40	8	10004040	10004041	0
6860101048646307	8880101048476077	40	8	10004040	10004041	0
6860100971691809	8880100873833459	40	9	10003661	10003665	0
6860100971691809	8880100873833459	40	9	10003661	10003663	0
6860100971691809	8880100873833459	40	9	10003661	10003664	0
6860100971691809	8880100873833459	40	9	10003661	10003665	0
6860100971691809	8880100873833459	40	9	10003661	10003664	0
6860100971691809	8880100873833459	40	9	10003661	10003665	0
6860100971691809	8880100873833459	40	9	10003661	10003663	0
6860100971691809	8880100873833459	40	9	10003661	10003665	0
xfl-000123456785-1775	xfl-000123456785-1775	40	8	10000061	10000074	0
xfl-000123456785-1775	xfl-000123456785-1775	40	8	10000061	10000074	0
xfl-000123456785-1775	xfl-000123456785-1775	40	8	10000061	10000074	0
xfl-000123456785-1775	xfl-000123456785-1775	40	8	10000061	10000074	0
6860100958199251	8880100931752451	40	8	10003774	10003775	0
6860100958199251	8880100931752451	40	8	10003774	10003775	0
6860100958199251	8880100931752451	40	8	10003774	10003775	0
6860100958199251	8880100931752451	40	8	10003774	10003775	0
15922856651585	15922856651585	40	8	10000061	10000063	0
15922856651585	15922856651585	40	8	10000061	10000063	0
15922856651585	15922856651585	40	8	10000061	10000063	0
15922856651585	15922856651585	40	8	10000061	10000063	0
15922856651585	15922856651585	40	8	10000061	10000063	0
15922856651585	15922856651585	40	8	10000061	10000063	0
15922856651585	15922856651585	40	8	10000061	10000063	0
15922856651585	15922856651585	40	8	10000061	10000063	0
15922856653307	15922856653307	40	8	10000061	10000063	0
15922856653307	15922856653307	40	8	10000061	10000063	0
15922856653307	15922856653307	40	8	10000061	10000063	0
15922856653307	15922856653307	40	8	10000061	10000063	0
15922856653307	15922856653307	40	8	10000061	10000063	0
15922856653307	15922856653307	40	8	10000061	10000063	0
15922856653307	15922856653307	40	8	10000061	10000063	0
15922856653307	15922856653307	40	8	10000061	10000063	0
6860101014128162	3140101013860791	40	8	10003631	10003632	0
6860101014128162	3140101013860791	40	8	10003631	10003632	0
6860101014128162	3140101013860791	40	8	10003631	10003632	0
6860101014128162	3140101013860791	40	8	10003631	10003632	0
6860100968377382	8880100834589836	40	9	10003908	10003912	0
6860100968377382	8880100834589836	40	9	10003908	10003912	0
6860100968377382	8880100834589836	40	9	10003908	10003912	0
6860100968377382	8880100834589836	40	9	10003908	10003911	0
6860100968377382	8880100834589836	40	9	10003908	10003909	0
6860100968377382	8880100834589836	40	9	10003908	10003911	0
6860100968377382	8880100834589836	40	9	10003908	10003909	0
6860100968377382	8880100834589836	40	9	10003908	10003912	0
6860100983092321	8880100895445518	40	8	10003631	10003635	0
6860100983092321	8880100895445518	40	8	10003631	10003635	0
6860100983092321	8880100895445518	40	8	10003631	10003635	0
6860100983092321	8880100895445518	40	8	10003631	10003635	0
15922856653220	15922856653220	40	8	10000061	10000063	0
15922856653220	15922856653220	40	8	10000061	10000063	0
15922856653220	15922856653220	40	8	10000061	10000063	0
15922856653220	15922856653220	40	8	10000061	10000063	0
15922856653220	15922856653220	40	8	10000061	10000063	0
15922856653220	15922856653220	40	8	10000061	10000063	0
15922856653220	15922856653220	40	8	10000061	10000063	0
15922856653220	15922856653220	40	8	10000061	10000063	0
xfl-024033456803-1682	xfl-024033456803-1682	40	9	10003661	10003668	0
xfl-024033456803-1682	xfl-024033456803-1682	40	9	10003661	10003668	0
xfl-024033456803-1682	xfl-024033456803-1682	40	9	10003661	10003668	0
xfl-024033456803-1682	xfl-024033456803-1682	40	9	10003661	10003668	0
6860100998101960	8880100857700629	40	8	10003691	10003696	0
6860100998101960	8880100857700629	40	8	10003691	10003696	0
6860100998101960	8880100857700629	40	8	10003691	10003696	0
6860100998101960	8880100857700629	40	8	10003691	10003696	0
6860100965965350	8880100827326196	40	9	10003858	10003860	0
6860100965965350	8880100827326196	40	9	10003858	10003863	0
6860100965965350	8880100827326196	40	9	10003858	10003860	0
6860100965965350	8880100827326196	40	9	10003858	10003862	0
6860100965965350	8880100827326196	40	9	10003858	10003861	0
6860100965965350	8880100827326196	40	9	10003858	10018664	0
6860100965965350	8880100827326196	40	9	10003858	10018664	0
6860100965965350	8880100827326196	40	9	10003858	10003862	0
6860100965965350	8880100827326196	40	9	10003858	10003859	0
6860100965965350	8880100827326196	40	9	10003858	10003859	0
6860100965965350	8880100827326196	40	9	10003858	10018664	0
6860100965965350	8880100827326196	40	9	10003858	10018664	0
6860100965965350	8880100827326196	40	9	10003858	10003863	0
6860100965965350	8880100827326196	40	9	10003858	10003861	0
6860101045787487	8880100921945820	40	8	10003631	10018841	0
6860101045787487	8880100921945820	40	8	10003631	10018841	0
6860101045787487	8880100921945820	40	8	10003631	10018841	0
6860101045787487	8880100921945820	40	8	10003631	10018841	0
6860101013928400	8880101008596500	40	9	10003661	10012228	0
6860101013928400	8880101008596500	40	9	10003661	10003663	0
6860101013928400	8880101008596500	40	9	10003661	10003668	0
6860101013928400	8880101008596500	40	9	10003661	10003664	0
6860101013928400	8880101008596500	40	9	10003661	10003662	0
6860101013928400	8880101008596500	40	9	10003661	10012228	0
6860101013928400	8880101008596500	40	9	10003661	10003662	0
6860101013928400	8880101008596500	40	9	10003661	10003667	0
6860101013928400	8880101008596500	40	9	10003661	10003666	0
6860101013928400	8880101008596500	40	9	10003661	10003664	0
6860101013928400	8880101008596500	40	9	10003661	10003665	0
6860101013928400	8880101008596500	40	9	10003661	10003663	0
6860101013928400	8880101008596500	40	9	10003661	10012228	0
6860101013928400	8880101008596500	40	9	10003661	10012228	0
6860101013928400	8880101008596500	40	9	10003661	10003665	0
6860101013928400	8880101008596500	40	9	10003661	10003666	0
6860101013928400	8880101008596500	40	9	10003661	10003668	0
6860101013928400	8880101008596500	40	9	10003661	10003667	0
6860101041217637	8880101040439506	40	8	10003631	10003636	0
6860101041217637	8880101040439506	40	8	10003631	10003632	0
6860101041217637	8880101040439506	40	8	10003631	10003632	0
6860101041217637	8880101040439506	40	8	10003631	10003632	0
6860101041217637	8880101040439506	40	8	10003631	10003636	0
6860101041217637	8880101040439506	40	8	10003631	10003632	0
6860100961411830	8880100914399979	40	9	10003661	10003666	0
6860100961411830	8880100914399979	40	9	10003661	10003663	0
6860100961411830	8880100914399979	40	9	10003661	10003668	0
6860100961411830	8880100914399979	40	9	10003661	10003664	0
6860100961411830	8880100914399979	40	9	10003661	10003662	0
6860100961411830	8880100914399979	40	9	10003661	10003666	0
6860100961411830	8880100914399979	40	9	10003661	10003662	0
6860100961411830	8880100914399979	40	9	10003661	10003667	0
6860100961411830	8880100914399979	40	9	10003661	10003666	0
6860100961411830	8880100914399979	40	9	10003661	10003664	0
6860100961411830	8880100914399979	40	9	10003661	10003665	0
6860100961411830	8880100914399979	40	9	10003661	10003663	0
6860100961411830	8880100914399979	40	9	10003661	10003665	0
6860100961411830	8880100914399979	40	9	10003661	10003666	0
6860100961411830	8880100914399979	40	9	10003661	10003668	0
6860100961411830	8880100914399979	40	9	10003661	10003667	0
xfl-023333567896-1547	xfl-023333567896-1547	40	9	10003661	10003668	0
xfl-023333567896-1547	xfl-023333567896-1547	40	9	10003661	10003668	0
xfl-023333567896-1547	xfl-023333567896-1547	40	9	10003661	10003668	0
xfl-023333567896-1547	xfl-023333567896-1547	40	8	10000061	10000086	0
xfl-023333567896-1547	xfl-023333567896-1547	40	8	10000061	10000086	0
xfl-023333567896-1547	xfl-023333567896-1547	40	8	10000061	10000086	0
xfl-023333567896-1547	xfl-023333567896-1547	40	8	10000061	10000086	0
xfl-023333567896-1547	xfl-023333567896-1547	40	9	10003661	10003668	0
6860100983249156	8880100930871049	40	9	10003803	10003808	0
6860100983249156	8880100930871049	40	9	10003803	10003806	0
6860100983249156	8880100930871049	40	9	10003803	10003805	0
6860100983249156	8880100930871049	40	9	10003803	10003807	0
6860100983249156	8880100930871049	40	9	10003803	10003808	0
6860100983249156	8880100930871049	40	9	10003803	10003807	0
6860100983249156	8880100930871049	40	9	10003803	10003806	0
