user_id	account_id	stage	grade	course_id	section_id	kmodule_code
xfl-000005-763	xfl-000005-763	40	6	10000623	10000624	0
6860100972250596	3140100824504397	40	8	10004345	10004543	0
6860100972250596	3140100824504397	40	8	10004345	10004543	0
6860100972250596	3140100824504397	40	8	10004345	10004543	0
6860100972250596	3140100824504397	40	8	10004345	10004543	0
6860101001798455	3140100832014733	30	3	10004597	10004899	0
6860101001798455	3140100832014733	30	3	10004597	10004905	0
6860101001798455	3140100832014733	30	3	10004597	10004909	0
6860101001798455	3140100832014733	30	3	10004597	10004909	0
6860101001798455	3140100832014733	30	3	10004597	10004899	0
6860101001798455	3140100832014733	30	3	10004597	10004909	0
6860101001798455	3140100832014733	30	3	10004597	10004905	0
6860101001798455	3140100832014733	30	3	10004597	10004909	0
xfl-000006-1770	xfl-000006-1770	40	6	10000623	10000624	0
xfl-000006-1770	xfl-000006-1770	40	6	10000623	10000624	0
xfl-000006-1770	xfl-000006-1770	40	6	10000623	10000624	0
xfl-000006-1770	xfl-000006-1770	40	6	10000623	10000624	0
6860100999639091	8880100975865524	30	3	10008441	10008442	0
6860100999639091	8880100975865524	30	3	10008441	10008442	0
6860100999639091	8880100975865524	30	3	10008441	10008442	0
6860100999639091	8880100975865524	30	3	10008441	10008442	0
6860100965121781	8880100964213913	40	7	10004347	10004671	0
6860100965121781	8880100964213913	40	7	10004347	10004673	0
6860100965121781	8880100964213913	40	7	10004347	10004673	0
6860100965121781	8880100964213913	40	7	10004347	10004672	0
6860100965121781	8880100964213913	40	7	10004347	10004671	0
6860100965121781	8880100964213913	40	7	10004347	10004673	0
6860100965121781	8880100964213913	40	7	10004347	10004672	0
6860100965121781	8880100964213913	40	7	10004347	10004673	0
6860100976296701	3140100828348596	30	3	10004597	10004902	0
6860100976296701	3140100828348596	30	3	10004597	10004918	0
6860100976296701	3140100828348596	30	3	10004597	10004899	0
6860100976296701	3140100828348596	30	3	10004597	10004905	0
6860100976296701	3140100828348596	30	3	10004597	10004918	0
6860100976296701	3140100828348596	30	3	10004597	10004915	0
6860100976296701	3140100828348596	30	3	10004597	10004899	0
6860100976296701	3140100828348596	30	3	10004597	10004915	0
6860100976296701	3140100828348596	30	3	10004597	10004905	0
6860100976296701	3140100828348596	30	3	10004597	10004915	0
6860100976296701	3140100828348596	30	3	10004597	10004891	0
6860100976296701	3140100828348596	30	3	10004597	10004897	0
6860100976296701	3140100828348596	30	3	10004597	10004915	0
6860100976296701	3140100828348596	30	3	10004597	10004891	0
6860100976296701	3140100828348596	30	3	10004597	10004897	0
6860100976296701	3140100828348596	30	3	10004597	10004902	0
6860100892950630	8880100812830679	30	3	10000620	10000728	0
6860100892950630	8880100812830679	30	3	10000620	10002548	0
6860100892950630	8880100812830679	30	3	10000620	10002548	0
6860100892950630	8880100812830679	30	3	10000620	10000730	0
6860100892950630	8880100812830679	30	3	10000620	10002546	0
6860100892950630	8880100812830679	30	3	10000620	10000728	0
6860100892950630	8880100812830679	30	3	10000620	10000732	0
6860100892950630	8880100812830679	30	3	10000620	10002546	0
6860100892950630	8880100812830679	30	3	10000620	10000730	0
6860100892950630	8880100812830679	30	3	10000620	10002548	0
6860100892950630	8880100812830679	30	3	10000620	10002548	0
6860100892950630	8880100812830679	30	3	10000620	10000732	0
6860100984872335	8880100984539226	30	6	10004608	10005867	0
6860100984872335	8880100984539226	30	6	10004608	10005924	0
6860100984872335	8880100984539226	30	6	10004608	10005931	0
6860100984872335	8880100984539226	30	6	10004608	10005931	0
6860100984872335	8880100984539226	30	6	10004608	10005924	0
6860100984872335	8880100984539226	30	6	10004608	10005928	0
6860100984872335	8880100984539226	30	6	10004608	10005913	0
6860100984872335	8880100984539226	30	6	10004608	10005935	0
6860100984872335	8880100984539226	30	6	10004608	10005935	0
6860100984872335	8880100984539226	30	6	10004608	10005935	0
6860100984872335	8880100984539226	30	6	10004608	10005928	0
6860100984872335	8880100984539226	30	6	10004608	10005911	0
6860100984872335	8880100984539226	30	6	10004608	10005911	0
6860100984872335	8880100984539226	30	6	10004608	10005917	0
6860100984872335	8880100984539226	30	6	10004608	10005917	0
6860100984872335	8880100984539226	30	6	10004608	10005913	0
6860100984872335	8880100984539226	30	6	10004608	10005935	0
6860100984872335	8880100984539226	30	6	10004608	10005867	0
6860100960783548	8880100959175107	30	3	10004609	10005196	0
6860100960783548	8880100959175107	30	3	10004609	10005266	0
6860100960783548	8880100959175107	30	3	10004609	10005270	0
6860100960783548	8880100959175107	30	3	10004609	10005201	0
6860100960783548	8880100959175107	30	3	10004609	10005266	0
6860100960783548	8880100959175107	30	3	10004609	10005199	0
6860100960783548	8880100959175107	30	3	10004609	10005230	0
6860100960783548	8880100959175107	30	3	10004609	10005273	0
6860100960783548	8880100959175107	30	3	10004609	10005273	0
6860100960783548	8880100959175107	30	3	10004609	10005230	0
6860100960783548	8880100959175107	30	3	10004609	10005266	0
6860100960783548	8880100959175107	30	3	10004609	10005199	0
6860100960783548	8880100959175107	30	3	10004609	10005266	0
6860100960783548	8880100959175107	30	3	10004609	10005226	0
6860100960783548	8880100959175107	30	3	10004609	10005270	0
6860100960783548	8880100959175107	30	3	10004609	10005263	0
6860100960783548	8880100959175107	30	3	10004609	10005201	0
6860100960783548	8880100959175107	30	3	10004609	10005196	0
6860100960783548	8880100959175107	30	3	10004609	10005226	0
6860100960783548	8880100959175107	30	3	10004609	10005263	0
6860100957467665	8880100930745138	30	4	10004598	10004950	0
6860100957467665	8880100930745138	30	4	10004598	10004943	0
6860100957467665	8880100930745138	30	4	10004598	10004946	0
6860100957467665	8880100930745138	30	4	10004598	10004922	0
6860100957467665	8880100930745138	30	4	10004598	10004936	0
6860100957467665	8880100930745138	30	4	10004598	10004933	0
6860100957467665	8880100930745138	30	4	10004598	10004946	0
6860100957467665	8880100930745138	30	4	10004598	10004936	0
6860100957467665	8880100930745138	30	4	10004598	10004943	0
6860100957467665	8880100930745138	30	4	10004598	10004931	0
6860100957467665	8880100930745138	30	4	10004598	10004950	0
6860100957467665	8880100930745138	30	4	10004598	10004939	0
6860100957467665	8880100930745138	30	4	10004598	10004922	0
6860100957467665	8880100930745138	30	4	10004598	10004941	0
6860100957467665	8880100930745138	30	4	10004598	10004931	0
6860100957467665	8880100930745138	30	4	10004598	10004933	0
6860100957467665	8880100930745138	30	4	10004598	10004950	0
6860100957467665	8880100930745138	30	4	10004598	10004950	0
6860100957467665	8880100930745138	30	4	10004598	10004939	0
6860100957467665	8880100930745138	30	4	10004598	10004924	0
6860100957467665	8880100930745138	30	4	10004598	10004924	0
6860100957467665	8880100930745138	30	4	10004598	10004941	0
6860100966039473	8880100888120708	40	8	10004345	10004547	0
6860100966039473	8880100888120708	40	8	10004345	10004543	0
6860100966039473	8880100888120708	40	8	10004345	10004544	0
6860100966039473	8880100888120708	40	8	10004345	10017709	0
6860100966039473	8880100888120708	40	8	10004345	10017709	0
6860100966039473	8880100888120708	40	8	10004345	10017709	0
6860100966039473	8880100888120708	40	8	10004345	10004545	0
6860100966039473	8880100888120708	40	8	10004345	10004542	0
6860100966039473	8880100888120708	40	8	10004345	10012886	0
6860100966039473	8880100888120708	40	8	10004345	10017709	0
6860100966039473	8880100888120708	40	8	10004345	10004543	0
6860100966039473	8880100888120708	40	8	10004345	10004546	0
6860100966039473	8880100888120708	40	8	10004345	10004544	0
6860100966039473	8880100888120708	40	8	10004345	10012886	0
6860100966039473	8880100888120708	40	8	10004345	10004542	0
6860100966039473	8880100888120708	40	8	10004345	10004546	0
6860100966039473	8880100888120708	40	8	10004345	10004545	0
6860100966039473	8880100888120708	40	8	10004345	10004547	0
6860100960446660	8880100839127874	40	8	10004345	10004547	0
6860100960446660	8880100839127874	40	8	10004345	10004543	0
6860100960446660	8880100839127874	40	8	10004345	10004544	0
6860100960446660	8880100839127874	40	8	10004345	10017709	0
6860100960446660	8880100839127874	40	8	10004345	10017709	0
6860100960446660	8880100839127874	40	8	10004345	10017709	0
6860100960446660	8880100839127874	40	8	10004345	10004545	0
6860100960446660	8880100839127874	40	8	10004345	10004542	0
6860100960446660	8880100839127874	40	8	10004345	10012886	0
6860100960446660	8880100839127874	40	8	10004345	10017709	0
6860100960446660	8880100839127874	40	8	10004345	10004543	0
6860100960446660	8880100839127874	40	8	10004345	10004546	0
6860100960446660	8880100839127874	40	8	10004345	10004544	0
6860100960446660	8880100839127874	40	8	10004345	10012886	0
6860100960446660	8880100839127874	40	8	10004345	10004542	0
6860100960446660	8880100839127874	40	8	10004345	10004546	0
6860100960446660	8880100839127874	40	8	10004345	10004545	0
6860100960446660	8880100839127874	40	8	10004345	10004547	0
6860101013464451	8880101010597157	30	4	10004606	10005857	0
6860101013464451	8880101010597157	30	4	10004606	10005836	0
6860101013464451	8880101010597157	30	4	10004606	10005857	0
6860101013464451	8880101010597157	30	4	10004606	10005830	0
6860101013464451	8880101010597157	30	4	10004606	10005834	0
6860101013464451	8880101010597157	30	4	10004606	10005857	0
6860101013464451	8880101010597157	30	4	10004606	10005842	0
6860101013464451	8880101010597157	30	4	10004606	10005830	0
6860101013464451	8880101010597157	30	4	10004606	10005836	0
